1.07,68.1
1.075,68.1
1.08,73.3
1.085,71.1
1.09,67.0
1.095,69.0
1.1,69.3
1.105,66.9
1.11,68.5
1.115,67.8
1.12,68.0
1.125,79.7
1.13,78.7
1.135,78.5
1.14,75.3
1.145,72.1
1.15,68.3
1.155,67.7
1.16,67.8
1.165,67.0
1.17,67.8
1.175,70.1
1.18,68.6
1.185,67.6
1.19,69.5
1.195,68.4
1.2,67.4
1.205,71.3
1.21,72.0
1.215,71.2
1.22,72.2
1.225,70.5
1.23,72.2
1.235,69.5
1.24,68.8
1.245,67.0
1.25,67.2
1.255,67.5
1.26,66.7
1.265,65.6
1.27,65.3
1.275,65.4
1.28,66.4
1.285,66.6
1.29,67.6
1.295,65.9
1.3,66.4
1.305,66.3
1.31,67.4
1.315,68.5
1.32,68.8
1.325,67.2
1.33,66.5
1.335,66.6
1.34,67.6
1.345,66.9
1.35,66.8
1.355,65.9
1.36,66.0
1.365,66.7
1.37,66.3
1.375,66.5
1.38,65.4
1.385,67.6
1.39,65.8
1.395,66.8
1.4,66.8
1.405,66.0
1.41,65.4
1.415,67.3
1.42,66.5
1.425,67.0
1.43,65.8
1.435,66.2
1.44,63.9
1.445,65.0
1.45,66.9
1.455,63.7
1.46,64.4
1.465,66.3
1.47,64.8
1.475,63.9
1.48,63.9
1.485,63.6
1.49,63.9
1.495,70.7
1.5,72.0
1.505,70.9
1.51,71.0
1.515,67.1
1.52,66.8
1.525,66.7
1.53,65.8
1.535,66.9
1.54,68.7
1.545,66.7
1.55,67.6
1.555,65.5
1.56,66.6
1.565,65.8
1.57,67.9
1.575,66.4
1.58,68.1
1.585,78.0
1.59,73.8
1.595,66.4
1.6,67.1
1.605,66.0
1.61,71.0
1.615,67.1
1.62,66.8
1.625,67.7
1.63,68.1
1.635,68.6
1.64,66.7
1.645,66.8
1.65,67.8
1.655,68.4
1.66,66.3
1.665,66.9
1.67,66.4
1.675,65.9
1.68,67.5
1.685,67.4
1.69,66.3
1.695,66.6
1.7,66.1
1.705,66.6
1.71,66.4
1.715,66.9
1.72,77.1
1.725,72.1
1.73,83.2
1.735,74.1
1.74,77.6
1.745,80.5
1.75,80.0
1.755,73.5
1.76,70.9
1.765,69.9
1.77,66.2
1.775,65.8
1.78,66.7
1.785,66.6
1.79,67.0
1.795,66.0
1.8,68.6
1.805,66.2
1.81,65.6
1.815,67.3
1.82,74.8
1.825,67.5
1.83,65.7
1.835,74.1
1.84,74.7
1.845,71.6
1.85,70.9
1.855,76.5
1.86,74.7
1.865,68.0
1.87,76.7
1.875,70.6
1.88,75.2
1.885,65.9
1.89,66.4
1.895,66.3
1.9,67.7
1.905,66.9
1.91,71.1
1.915,77.7
1.92,82.5
1.925,69.9
1.93,69.1
1.935,79.6
1.94,73.8
1.945,66.8
1.95,67.3
1.955,66.2
1.96,67.6
1.965,65.5
1.97,68.3
1.975,66.1
1.98,66.2
1.985,66.4
1.99,66.4
1.995,67.7
2.0,70.2
2.005,74.6
2.01,72.6
2.015,73.8
2.02,72.6
2.025,75.8
2.03,67.5
2.035,76.1
2.04,70.8
2.045,65.6
2.05,66.2
2.055,79.6
2.06,78.5
2.065,79.9
2.07,71.6
2.075,67.7
2.08,68.1
2.085,67.4
2.09,67.7
2.095,66.7
2.1,67.6
2.105,66.4
2.11,66.8
2.115,70.3
2.12,70.6
2.125,68.8
2.13,70.8
2.135,67.5
2.14,67.1
2.145,66.7
2.15,66.0
2.155,66.3
2.16,65.2
2.165,66.1
2.17,66.8
2.175,66.4
2.18,67.9
2.185,68.9
2.19,67.2
2.195,65.6
2.2,66.8
2.205,66.7
2.21,66.9
2.215,65.6
2.22,67.3
2.225,66.1
2.23,68.1
2.235,66.5
2.24,67.2
2.245,68.5
2.25,66.5
2.255,66.1
2.26,65.3
2.265,66.7
2.27,65.8
2.275,66.9
2.28,66.8
2.285,67.7
2.29,67.7
2.295,66.4
2.3,66.9
2.305,66.0
2.31,66.7
2.315,65.1
2.32,67.2
2.325,67.7
2.33,67.0
2.335,67.1
2.34,65.5
2.345,66.8
2.35,65.9
2.355,66.4
2.36,65.8
2.365,68.2
2.37,66.6
2.375,66.0
2.38,66.0
2.385,67.5
2.39,65.7
2.395,67.1
2.4,65.7
2.405,66.1
2.41,66.5
2.415,67.4
2.42,66.3
2.425,65.8
2.43,65.6
2.435,66.8
2.44,65.8
2.445,66.5
2.45,65.3
2.455,65.9
2.46,66.4
2.465,66.3
2.47,66.7
2.475,65.5
2.48,66.4
